Date,Socrata Users,Socrata Sessions,Socrata Bounce Rate,Geohub Users,Geohub Sessions,Geohub Bounce Rate
2016-05-07,121,139,3.6,29.0,30.0,50.0
2016-05-08,121,129,3.88,45.0,63.0,52.38
2016-05-09,325,383,2.35,126.0,155.0,50.97
2016-05-10,321,370,3.24,112.0,131.0,48.09
2016-05-11,292,339,3.24,118.0,149.0,38.93
2016-05-12,330,370,4.86,126.0,148.0,36.49
2016-05-13,277,324,4.32,75.0,86.0,47.67
2016-05-14,93,114,7.02,23.0,29.0,51.72
2016-05-15,131,149,7.38,28.0,29.0,55.17
2016-05-16,312,342,3.22,103.0,117.0,44.44
2016-05-17,358,397,7.05,126.0,149.0,46.98
2016-05-18,359,401,3.49,145.0,181.0,38.67
2016-05-19,310,342,4.68,144.0,174.0,46.55
2016-05-20,282,319,3.45,101.0,122.0,40.98
2016-05-21,105,119,3.36,31.0,35.0,40.0
2016-05-22,170,198,5.56,33.0,49.0,38.78
2016-05-23,344,406,3.94,115.0,139.0,41.73
2016-05-24,392,461,4.12,100.0,128.0,54.69
2016-05-25,386,434,2.76,131.0,152.0,38.16
2016-05-26,366,411,2.92,117.0,136.0,42.65
2016-05-27,296,346,3.47,78.0,88.0,50.0
2016-05-28,106,119,1.68,21.0,24.0,41.67
2016-05-29,162,181,3.87,28.0,36.0,44.44
2016-05-30,201,212,0.94,43.0,57.0,45.61
2016-05-31,377,427,3.51,109.0,134.0,42.54
2016-06-01,335,372,1.88,132.0,154.0,47.4
2016-06-02,313,357,5.04,121.0,146.0,43.84
2016-06-03,280,311,2.89,130.0,149.0,46.31
2016-06-04,118,136,2.94,54.0,72.0,30.56
2016-06-05,103,127,7.09,32.0,43.0,51.16
2016-06-06,345,384,3.91,108.0,137.0,42.34
2016-06-07,375,435,4.37,119.0,159.0,42.14
2016-06-08,333,379,4.22,143.0,186.0,47.85
2016-06-09,333,379,3.69,145.0,184.0,46.74
2016-06-10,270,294,2.38,88.0,104.0,46.15
2016-06-11,116,125,0.8,33.0,43.0,39.53
2016-06-12,90,100,5.0,20.0,21.0,42.86
2016-06-13,382,426,5.4,123.0,154.0,47.4
2016-06-14,358,396,5.05,132.0,185.0,45.95
2016-06-15,330,373,2.95,119.0,149.0,46.31
2016-06-16,329,361,2.49,118.0,143.0,48.25
2016-06-17,361,405,3.46,105.0,131.0,45.8
2016-06-18,171,188,3.72,22.0,27.0,59.26
2016-06-19,140,151,5.3,25.0,28.0,60.71
2016-06-20,364,407,1.97,128.0,171.0,36.84
2016-06-21,369,415,4.34,142.0,176.0,47.73
2016-06-22,326,377,3.71,124.0,146.0,50.0
2016-06-23,344,377,0.0,122.0,144.0,41.67
2016-06-24,229,263,0.0,100.0,122.0,44.26
2016-06-25,108,115,0.87,45.0,54.0,44.44
2016-06-26,136,148,0.0,44.0,54.0,51.85
2016-06-27,373,410,0.0,600.0,704.0,54.4
2016-06-28,353,399,0.0,270.0,334.0,47.9
2016-06-29,360,409,0.0,224.0,280.0,42.5
2016-06-30,328,371,0.81,173.0,207.0,52.66
2016-07-01,233,264,0.0,128.0,160.0,44.38
2016-07-02,100,105,0.0,43.0,49.0,53.06
2016-07-03,127,137,0.0,56.0,60.0,40.0
2016-07-04,148,164,0.61,81.0,91.0,42.86
2016-07-05,344,385,0.26,193.0,227.0,37.89
2016-07-06,351,381,0.0,206.0,232.0,43.97
2016-07-07,326,364,0.0,183.0,208.0,40.38
2016-07-08,259,288,0.0,140.0,159.0,41.51
2016-07-09,90,93,1.08,38.0,46.0,45.65
2016-07-10,109,123,0.0,45.0,52.0,57.69
2016-07-11,347,394,0.0,196.0,221.0,36.65
2016-07-12,334,374,0.0,186.0,237.0,47.68
2016-07-13,280,319,0.0,171.0,212.0,48.11
2016-07-14,310,358,0.0,183.0,210.0,39.52
2016-07-15,292,326,0.0,118.0,139.0,43.88
2016-07-16,97,110,0.0,31.0,33.0,39.39
2016-07-17,109,119,0.0,42.0,52.0,40.38
2016-07-18,333,394,0.25,152.0,185.0,49.73
2016-07-19,318,348,0.0,143.0,162.0,41.98
2016-07-20,314,382,0.26,160.0,200.0,46.5
2016-07-21,303,334,0.0,159.0,204.0,40.2
2016-07-22,242,301,0.33,131.0,158.0,36.71
2016-07-23,101,119,0.0,31.0,44.0,38.64
2016-07-24,116,131,0.0,56.0,65.0,30.77
2016-07-25,318,371,0.0,151.0,167.0,45.51
2016-07-26,346,373,0.0,162.0,197.0,52.79
2016-07-27,310,348,0.0,151.0,183.0,41.53
2016-07-28,315,346,0.0,182.0,234.0,38.03
2016-07-29,248,278,0.0,96.0,116.0,54.31
2016-07-30,113,118,0.0,24.0,25.0,32.0
2016-07-31,104,124,0.0,45.0,53.0,41.51
2016-08-01,329,383,0.0,124.0,175.0,41.71
2016-08-02,302,354,0.0,167.0,208.0,44.23
2016-08-03,314,353,0.0,151.0,194.0,50.0
2016-08-04,323,380,0.26,118.0,142.0,45.77
2016-08-05,241,281,0.36,83.0,93.0,49.46
2016-08-06,78,86,0.0,25.0,28.0,39.29
2016-08-07,89,95,0.0,40.0,43.0,48.84
2016-08-08,300,325,0.0,109.0,129.0,31.78
2016-08-09,307,339,0.0,140.0,175.0,43.43
2016-08-10,436,484,0.41,178.0,210.0,43.81
2016-08-11,341,375,0.0,152.0,183.0,41.53
2016-08-12,282,308,0.0,113.0,131.0,48.09
2016-08-13,97,108,0.0,26.0,26.0,57.69
2016-08-14,116,126,0.0,30.0,37.0,45.95
2016-08-15,303,338,0.3,121.0,153.0,37.91
2016-08-16,345,404,0.25,136.0,162.0,43.83
2016-08-17,299,327,0.0,144.0,174.0,41.95
2016-08-18,310,350,0.0,169.0,207.0,50.24
2016-08-19,221,260,0.0,100.0,117.0,46.15
2016-08-20,97,108,0.0,24.0,26.0,53.85
2016-08-21,126,140,0.0,40.0,52.0,50.0
2016-08-22,286,311,0.0,124.0,157.0,43.31
2016-08-23,410,454,0.22,162.0,189.0,40.21
2016-08-24,366,418,0.0,162.0,199.0,42.71
2016-08-25,300,331,0.0,151.0,199.0,38.69
2016-08-26,278,299,0.33,83.0,95.0,40.0
2016-08-27,444,450,0.0,20.0,24.0,37.5
2016-08-28,463,484,0.0,37.0,49.0,53.06
2016-08-29,449,481,0.0,127.0,157.0,40.76
2016-08-30,380,416,0.0,150.0,172.0,45.93
2016-08-31,386,430,0.0,100.0,118.0,50.0
2016-09-01,314,358,0.0,128.0,155.0,48.39
2016-09-02,255,305,0.0,101.0,116.0,51.72
2016-09-03,119,133,0.0,27.0,32.0,40.62
2016-09-04,147,166,0.0,36.0,38.0,50.0
2016-09-05,147,166,0.0,51.0,66.0,51.52
2016-09-06,352,401,0.0,114.0,134.0,41.79
2016-09-07,337,387,0.0,170.0,208.0,45.67
2016-09-08,383,451,0.0,125.0,146.0,52.05
2016-09-09,288,323,0.0,114.0,141.0,45.39
2016-09-10,132,143,0.0,29.0,33.0,36.36
2016-09-11,164,176,0.0,47.0,55.0,50.91
2016-09-12,368,417,0.0,121.0,138.0,42.75
2016-09-13,350,411,0.0,156.0,187.0,43.32
2016-09-14,344,396,0.0,135.0,171.0,46.2
2016-09-15,371,404,0.0,162.0,194.0,43.81
2016-09-16,281,319,0.31,85.0,101.0,48.51
2016-09-17,96,108,0.0,28.0,30.0,73.33
2016-09-18,132,144,0.0,46.0,52.0,48.08
2016-09-19,389,449,0.0,154.0,190.0,53.16
2016-09-20,386,450,0.0,145.0,185.0,38.38
2016-09-21,359,391,0.0,194.0,239.0,51.46
2016-09-22,371,412,0.0,149.0,180.0,42.22
2016-09-23,272,299,0.0,108.0,127.0,55.91
2016-09-24,112,124,0.0,43.0,52.0,42.31
2016-09-25,141,149,0.0,59.0,71.0,43.66
2016-09-26,314,371,0.0,168.0,206.0,51.46
2016-09-27,371,417,0.24,164.0,185.0,45.41
2016-09-28,365,405,0.0,157.0,195.0,47.18
2016-09-29,372,411,0.24,190.0,232.0,43.53
2016-09-30,272,302,0.33,110.0,117.0,52.99
2016-10-01,138,153,0.0,38.0,43.0,39.53
2016-10-02,104,112,0.0,46.0,51.0,29.41
2016-10-03,342,371,0.0,146.0,178.0,47.19
2016-10-04,428,482,0.0,197.0,242.0,38.84
2016-10-05,366,423,0.0,224.0,254.0,47.64
2016-10-06,307,347,0.0,191.0,228.0,48.68
2016-10-07,284,338,0.0,148.0,173.0,41.62
2016-10-08,126,144,0.0,31.0,31.0,54.84
2016-10-09,149,167,0.0,46.0,53.0,43.4
2016-10-10,353,389,0.0,118.0,140.0,47.14
2016-10-11,352,407,0.0,165.0,191.0,47.64
2016-10-12,375,429,0.23,174.0,203.0,45.32
2016-10-13,354,410,0.0,159.0,190.0,44.74
2016-10-14,254,302,0.0,113.0,131.0,48.86
2016-10-15,117,131,0.0,35.0,36.0,52.78
2016-10-16,119,137,0.0,37.0,41.0,65.85
2016-10-17,365,426,0.23,134.0,152.0,44.08
2016-10-18,349,398,0.0,148.0,168.0,44.05
2016-10-19,311,341,0.29,151.0,180.0,48.89
2016-10-20,346,391,0.0,127.0,149.0,47.65
2016-10-21,240,272,0.0,123.0,145.0,41.38
2016-10-22,128,143,0.0,30.0,37.0,37.84
2016-10-23,133,147,0.0,49.0,66.0,42.42
2016-10-24,385,442,0.0,137.0,158.0,41.77
2016-10-25,336,375,0.0,150.0,163.0,46.01
2016-10-26,342,394,0.0,169.0,191.0,42.93
2016-10-27,329,366,0.0,170.0,190.0,43.68
2016-10-28,287,335,0.0,133.0,155.0,51.61
2016-10-29,113,120,0.0,40.0,48.0,27.08
2016-10-30,129,151,0.0,42.0,55.0,34.55
2016-10-31,375,452,0.22,123.0,148.0,45.27
2016-11-01,327,361,0.0,151.0,190.0,43.16
2016-11-02,382,423,0.0,203.0,245.0,42.45
2016-11-03,357,399,0.0,149.0,186.0,40.32
2016-11-04,253,287,0.0,99.0,122.0,36.07
2016-11-05,126,142,0.0,34.0,39.0,41.03
2016-11-06,163,184,0.0,41.0,47.0,44.68
2016-11-07,432,488,0.0,154.0,193.0,45.08
2016-11-08,401,445,0.22,154.0,186.0,54.84
2016-11-09,345,382,0.0,129.0,152.0,49.34
2016-11-10,331,376,0.27,136.0,165.0,44.24
2016-11-11,212,242,0.0,60.0,72.0,47.22
2016-11-12,137,163,0.0,39.0,45.0,33.33
2016-11-13,133,144,0.0,53.0,63.0,38.1
2016-11-14,419,490,0.2,164.0,205.0,39.51
2016-11-15,399,468,0.0,166.0,202.0,42.08
2016-11-16,406,480,0.0,156.0,178.0,43.82
2016-11-17,404,466,0.0,154.0,189.0,45.5
2016-11-18,305,358,0.0,111.0,135.0,37.04
2016-11-19,135,153,0.0,33.0,39.0,30.77
2016-11-20,125,145,0.69,54.0,60.0,50.0
2016-11-21,380,459,0.22,117.0,141.0,43.97
2016-11-22,357,420,0.0,140.0,166.0,41.57
2016-11-23,254,283,0.0,129.0,158.0,42.41
2016-11-24,108,114,0.0,59.0,73.0,57.53
2016-11-25,110,118,0.0,45.0,48.0,35.42
2016-11-26,126,135,0.0,33.0,38.0,47.37
2016-11-27,149,178,0.0,49.0,63.0,57.14
2016-11-28,380,450,0.0,123.0,148.0,42.57
2016-11-29,424,476,1.89,192.0,216.0,37.96
2016-11-30,389,447,3.13,138.0,161.0,47.2
2016-12-01,377,444,2.25,155.0,188.0,45.74
2016-12-02,328,376,0.8,112.0,130.0,31.54
2016-12-03,145,167,0.0,44.0,60.0,20.0
2016-12-04,177,197,0.51,49.0,59.0,28.81
2016-12-05,408,494,1.01,141.0,187.0,43.85
2016-12-06,482,554,1.26,179.0,199.0,40.2
2016-12-07,362,433,0.46,157.0,185.0,45.95
2016-12-08,346,383,0.26,129.0,152.0,43.42
2016-12-09,258,292,1.03,100.0,111.0,43.24
2016-12-10,124,130,0.0,21.0,21.0,52.38
2016-12-11,108,121,1.65,33.0,46.0,41.3
2016-12-12,354,414,0.97,121.0,140.0,45.71
2016-12-13,315,362,0.83,154.0,190.0,42.11
2016-12-14,303,335,0.9,114.0,130.0,46.15
2016-12-15,265,289,1.38,118.0,144.0,41.67
2016-12-16,199,235,1.28,93.0,117.0,44.44
2016-12-17,86,90,2.22,39.0,45.0,42.22
2016-12-18,90,97,1.03,36.0,38.0,60.53
2016-12-19,308,348,3.16,108.0,132.0,43.94
2016-12-20,251,281,1.78,111.0,130.0,39.23
2016-12-21,233,255,1.57,88.0,100.0,50.0
2016-12-22,219,251,0.8,80.0,93.0,44.09
2016-12-23,149,164,0.0,46.0,48.0,33.33
2016-12-24,59,63,0.0,9.0,11.0,63.64
2016-12-25,86,89,3.37,22.0,27.0,44.44
2016-12-26,120,129,2.33,20.0,21.0,38.1
2016-12-27,213,238,0.0,71.0,81.0,41.98
2016-12-28,213,238,1.68,87.0,100.0,44.0
2016-12-29,207,236,1.27,62.0,69.0,43.48
2016-12-30,162,183,1.64,34.0,34.0,38.24
2016-12-31,81,83,3.61,15.0,17.0,47.06
2017-01-01,84,93,0.0,25.0,26.0,50.0
2017-01-02,135,153,1.96,41.0,49.0,36.73
2017-01-03,301,345,0.58,100.0,116.0,47.41
2017-01-04,327,374,2.14,111.0,126.0,51.59
2017-01-05,337,372,14.25,133.0,160.0,52.5
2017-01-06,282,321,9.97,84.0,98.0,44.9
2017-01-07,104,114,7.89,20.0,22.0,40.91
2017-01-08,118,131,9.16,33.0,38.0,39.47
2017-01-09,401,454,7.71,112.0,126.0,50.0
2017-01-10,340,400,7.75,133.0,153.0,37.91
2017-01-11,381,446,15.25,141.0,160.0,40.62
2017-01-12,345,379,9.5,131.0,158.0,48.1
2017-01-13,276,311,8.04,81.0,92.0,44.57
2017-01-14,108,114,7.89,25.0,27.0,25.93
2017-01-15,138,152,18.42,39.0,48.0,37.5
2017-01-16,295,331,8.16,86.0,98.0,45.92
2017-01-17,384,430,9.07,134.0,148.0,44.59
2017-01-18,389,440,10.91,132.0,151.0,51.66
2017-01-19,347,393,9.16,126.0,144.0,42.36
2017-01-20,277,305,12.13,95.0,106.0,39.62
2017-01-21,107,123,10.57,24.0,28.0,25.0
2017-01-22,163,195,16.92,48.0,58.0,37.93
2017-01-23,423,500,11.6,139.0,161.0,49.69
2017-01-24,431,482,10.58,150.0,178.0,37.64
2017-01-25,432,498,11.85,147.0,166.0,40.96
2017-01-26,350,411,7.54,153.0,174.0,39.08
2017-01-27,338,386,11.14,95.0,106.0,40.57
2017-01-28,124,137,5.11,39.0,42.0,38.1
2017-01-29,135,144,8.33,32.0,34.0,44.12
2017-01-30,404,454,9.47,156.0,178.0,47.19
2017-01-31,333,362,6.08,187.0,229.0,32.31
2017-02-01,358,419,7.88,152.0,180.0,52.22
2017-02-02,403,452,9.29,149.0,171.0,42.69
2017-02-03,318,361,9.97,101.0,119.0,41.18
2017-02-04,128,143,8.39,39.0,44.0,47.73
2017-02-05,123,140,12.86,44.0,47.0,40.43
2017-02-06,384,436,7.34,142.0,168.0,36.9
2017-02-07,410,458,8.3,141.0,155.0,35.48
2017-02-08,426,488,11.07,146.0,168.0,34.52
2017-02-09,401,465,7.1,168.0,208.0,41.83
2017-02-10,351,394,7.87,98.0,115.0,35.65
2017-02-11,129,150,6.0,25.0,31.0,54.84
2017-02-12,126,148,10.14,37.0,41.0,46.34
2017-02-13,393,444,8.78,134.0,149.0,45.64
2017-02-14,397,469,9.59,138.0,163.0,38.04
2017-02-15,420,499,10.62,157.0,183.0,36.61
2017-02-16,363,406,12.56,158.0,191.0,43.46
2017-02-17,360,415,13.98,116.0,136.0,39.71
2017-02-18,132,155,12.26,58.0,63.0,46.03
2017-02-19,154,165,9.7,52.0,60.0,31.67
2017-02-20,271,302,9.93,123.0,147.0,44.9
2017-02-21,444,497,9.05,165.0,184.0,48.37
2017-02-22,446,503,10.74,179.0,217.0,41.01
2017-02-23,414,461,10.63,158.0,184.0,38.04
2017-02-24,319,363,8.54,93.0,106.0,48.11
2017-02-25,112,128,7.81,45.0,53.0,41.51
2017-02-26,179,207,8.7,63.0,83.0,37.35
2017-02-27,446,508,9.84,145.0,176.0,48.3
2017-02-28,506,577,9.01,130.0,145.0,39.31
2017-03-01,387,426,8.45,150.0,178.0,39.89
2017-03-02,403,461,6.72,136.0,153.0,37.25
2017-03-03,286,321,7.48,87.0,105.0,42.86
2017-03-04,165,193,10.36,51.0,54.0,37.04
2017-03-05,157,178,5.62,67.0,76.0,36.84
2017-03-06,383,448,8.71,145.0,164.0,42.68
2017-03-07,415,506,11.07,148.0,161.0,42.86
2017-03-08,388,449,14.7,152.0,182.0,42.31
2017-03-09,422,501,12.18,142.0,169.0,40.24
2017-03-10,376,441,14.74,112.0,130.0,37.69
2017-03-11,128,142,12.68,28.0,31.0,16.13
2017-03-12,128,142,11.27,56.0,63.0,33.33
2017-03-13,385,454,9.03,137.0,157.0,44.59
2017-03-14,413,454,11.01,170.0,192.0,42.19
2017-03-15,355,431,10.67,157.0,188.0,37.77
2017-03-16,376,426,11.03,152.0,181.0,35.91
2017-03-17,294,331,14.8,110.0,122.0,37.7
2017-03-18,105,119,17.65,45.0,46.0,32.61
2017-03-19,157,172,17.44,76.0,86.0,39.53
2017-03-20,385,438,10.27,154.0,181.0,43.09
2017-03-21,377,439,15.03,147.0,185.0,41.08
2017-03-22,386,436,11.7,174.0,209.0,39.23
2017-03-23,372,416,9.38,171.0,192.0,38.54
2017-03-24,292,337,10.98,155.0,177.0,41.24
2017-03-25,144,162,12.96,58.0,67.0,41.79
2017-03-26,118,132,10.61,73.0,89.0,42.7
2017-03-27,317,363,15.15,176.0,207.0,38.65
2017-03-28,392,457,10.94,197.0,226.0,34.07
2017-03-29,361,410,11.95,161.0,181.0,41.99
2017-03-30,336,372,9.41,157.0,180.0,36.11
2017-03-31,342,408,10.78,135.0,152.0,35.53
2017-04-01,195,256,8.98,64.0,82.0,39.02
2017-04-02,155,164,16.46,56.0,61.0,45.9
2017-04-03,443,543,9.58,158.0,194.0,35.05
2017-04-04,437,510,10.0,166.0,186.0,38.71
2017-04-05,433,500,10.8,199.0,228.0,37.72
2017-04-06,398,457,16.19,161.0,184.0,45.11
2017-04-07,302,347,13.83,119.0,136.0,36.76
2017-04-08,109,123,13.82,47.0,56.0,48.21
2017-04-09,126,135,10.37,85.0,90.0,43.33
2017-04-10,339,386,8.29,215.0,254.0,37.01
2017-04-11,381,442,15.16,158.0,185.0,40.0
2017-04-12,409,472,16.1,186.0,230.0,27.39
2017-04-13,350,408,12.99,164.0,184.0,36.96
2017-04-14,273,306,8.17,118.0,139.0,31.65
2017-04-15,132,150,22.67,38.0,45.0,40.0
2017-04-16,133,156,19.87,46.0,51.0,49.02
2017-04-17,395,449,15.14,135.0,157.0,40.13
2017-04-18,393,461,13.02,172.0,194.0,36.08
2017-04-19,385,464,16.38,189.0,233.0,42.06
2017-04-20,412,476,8.82,181.0,204.0,45.1
2017-04-21,354,422,16.11,115.0,133.0,39.85
2017-04-22,167,195,21.54,65.0,72.0,31.94
2017-04-23,153,162,21.6,75.0,81.0,32.1
2017-04-24,413,458,14.85,162.0,189.0,37.04
2017-04-25,390,444,11.71,188.0,216.0,33.8
2017-04-26,444,518,11.78,181.0,205.0,39.02
2017-04-27,398,460,15.87,195.0,222.0,39.64
2017-04-28,335,392,11.22,131.0,161.0,47.2
2017-04-29,134,156,14.74,53.0,61.0,29.51
2017-04-30,123,142,19.01,56.0,63.0,44.44
2017-05-01,392,439,13.67,151.0,168.0,35.12
2017-05-02,434,495,12.73,215.0,248.0,36.69
2017-05-03,404,466,11.37,189.0,233.0,39.48
2017-05-04,353,396,12.88,126.0,145.0,42.07
2017-05-05,301,358,12.01,122.0,141.0,41.84
2017-05-06,110,119,11.76,53.0,61.0,29.51
2017-05-07,149,184,17.39,71.0,80.0,37.5
2017-05-08,410,485,12.99,156.0,191.0,41.36
2017-05-09,385,444,14.64,156.0,180.0,40.56
2017-05-10,385,427,14.52,199.0,236.0,35.59
2017-05-11,360,414,11.11,172.0,203.0,37.44
2017-05-12,279,314,13.69,111.0,118.0,35.59
2017-05-13,125,142,18.31,34.0,45.0,26.67
2017-05-14,116,146,16.44,54.0,62.0,32.26
2017-05-15,351,424,9.67,163.0,197.0,40.61
2017-05-16,335,375,12.53,160.0,188.0,38.83
2017-05-17,344,397,12.59,176.0,199.0,41.71
2017-05-18,371,444,12.84,177.0,205.0,36.1
2017-05-19,312,359,11.98,122.0,136.0,37.5
2017-05-20,121,132,15.15,39.0,45.0,24.44
2017-05-21,122,136,15.44,59.0,66.0,40.91
2017-05-22,386,467,11.13,147.0,179.0,35.2
2017-05-23,366,424,12.74,187.0,208.0,41.35
2017-05-24,334,376,13.83,167.0,199.0,33.67
2017-05-25,363,424,10.14,159.0,180.0,37.22
2017-05-26,253,287,6.62,119.0,138.0,45.65
2017-05-27,106,119,12.6,38.0,40.0,37.5
2017-05-28,119,133,9.02,58.0,63.0,39.68
2017-05-29,147,165,11.52,87.0,105.0,50.48
2017-05-30,384,467,13.92,185.0,227.0,36.12
2017-05-31,425,512,19.14,188.0,220.0,33.64
2017-06-01,393,459,14.38,165.0,194.0,37.63
2017-06-02,297,349,10.6,138.0,164.0,30.49
2017-06-03,114,138,9.42,57.0,70.0,34.29
2017-06-04,134,151,9.93,65.0,70.0,34.29
2017-06-05,375,435,13.79,149.0,168.0,44.64
2017-06-06,384,438,12.33,147.0,175.0,37.71
2017-06-07,398,449,14.25,166.0,195.0,36.92
2017-06-08,357,418,11.96,146.0,167.0,31.14
2017-06-09,334,368,15.76,112.0,122.0,41.8
2017-06-10,153,185,11.89,45.0,51.0,31.37
2017-06-11,131,141,18.44,64.0,71.0,43.66
2017-06-12,392,457,19.26,150.0,163.0,34.97
2017-06-13,397,462,15.15,177.0,208.0,46.63
2017-06-14,452,514,21.01,196.0,226.0,39.82
2017-06-15,399,467,15.85,153.0,168.0,39.88
2017-06-16,290,324,16.67,131.0,154.0,35.71
2017-06-17,94,103,28.16,37.0,45.0,17.78
2017-06-18,112,132,19.7,41.0,47.0,44.68
2017-06-19,373,441,17.69,156.0,180.0,42.22
2017-06-20,405,484,13.64,175.0,207.0,39.61
2017-06-21,393,442,22.4,159.0,183.0,36.61
2017-06-22,342,395,17.72,167.0,183.0,37.7
2017-06-23,311,362,14.92,110.0,123.0,41.46
2017-06-24,113,126,19.84,35.0,38.0,39.47
2017-06-25,109,116,17.24,53.0,54.0,31.48
2017-06-26,349,405,14.81,177.0,200.0,41.0
2017-06-27,384,436,13.76,202.0,234.0,35.47
2017-06-28,367,417,18.7,232.0,253.0,36.36
2017-06-29,350,407,11.79,188.0,223.0,42.15
2017-06-30,280,314,14.01,123.0,146.0,34.93
2017-07-01,111,117,12.82,52.0,56.0,51.79
2017-07-02,102,114,12.28,63.0,71.0,28.17
2017-07-03,269,299,14.05,131.0,140.0,31.43
2017-07-04,107,122,13.11,73.0,79.0,40.51
2017-07-05,370,435,12.18,206.0,239.0,33.47
2017-07-06,387,453,14.13,202.0,238.0,32.77
2017-07-07,336,386,13.73,146.0,165.0,36.36
2017-07-08,187,195,19.49,74.0,78.0,38.46
2017-07-09,159,167,13.77,80.0,90.0,32.22
2017-07-10,419,480,12.92,170.0,194.0,39.18
2017-07-11,335,399,15.79,182.0,212.0,41.04
2017-07-12,381,450,15.11,206.0,237.0,37.55
2017-07-13,415,477,12.79,297.0,332.0,51.51
2017-07-14,334,393,13.74,1030.0,1099.0,54.78
2017-07-15,113,125,16.0,256.0,266.0,52.26
2017-07-16,130,142,16.2,134.0,165.0,47.88
2017-07-17,415,478,14.64,297.0,327.0,39.14
2017-07-18,390,462,14.07,263.0,304.0,47.7
2017-07-19,372,451,13.3,302.0,362.0,46.13
2017-07-20,351,403,18.11,180.0,209.0,38.76
2017-07-21,294,360,13.61,173.0,197.0,37.06
2017-07-22,127,140,16.43,60.0,67.0,38.81
2017-07-23,121,136,13.97,70.0,75.0,34.67
2017-07-24,378,442,14.48,200.0,221.0,40.72
2017-07-25,401,454,11.67,235.0,261.0,33.72
2017-07-26,321,367,14.71,183.0,201.0,45.27
2017-07-27,355,413,12.59,210.0,238.0,35.29
2017-07-28,297,354,15.25,168.0,194.0,40.72
2017-07-29,121,137,14.6,53.0,55.0,23.64
2017-07-30,119,134,17.16,73.0,80.0,38.75
2017-07-31,371,419,16.47,165.0,196.0,25.51
2017-08-01,403,472,11.02,184.0,219.0,30.14
2017-08-02,356,402,18.91,220.0,260.0,38.46
2017-08-03,392,449,13.14,186.0,204.0,35.78
2017-08-04,321,393,16.28,127.0,133.0,30.83
2017-08-05,133,154,14.29,58.0,62.0,29.03
2017-08-06,133,157,21.66,75.0,89.0,33.71
2017-08-07,386,439,13.44,193.0,214.0,30.37
2017-08-08,405,470,13.19,181.0,205.0,33.66
2017-08-09,380,429,16.78,196.0,224.0,38.84
2017-08-10,325,365,15.07,206.0,226.0,39.82
2017-08-11,321,350,12.57,171.0,181.0,43.09
2017-08-12,108,117,26.5,48.0,53.0,20.75
2017-08-13,114,122,9.02,45.0,47.0,42.55
2017-08-14,369,420,15.0,197.0,222.0,40.99
2017-08-15,354,395,13.92,184.0,206.0,38.35
2017-08-16,335,382,12.83,189.0,213.0,34.27
2017-08-17,314,360,10.0,188.0,209.0,38.28
2017-08-18,297,349,14.9,132.0,144.0,38.19
2017-08-19,102,109,12.84,69.0,77.0,31.17
2017-08-20,113,118,15.25,68.0,71.0,29.58
2017-08-21,300,342,15.2,158.0,185.0,51.89
2017-08-22,398,428,14.49,205.0,226.0,42.48
2017-08-23,341,391,13.04,214.0,260.0,43.08
2017-08-24,316,360,15.28,190.0,215.0,33.95
2017-08-25,262,297,13.47,155.0,185.0,35.68
2017-08-26,100,107,14.02,61.0,69.0,39.13
2017-08-27,120,132,14.39,78.0,85.0,37.65
2017-08-28,346,385,11.17,230.0,249.0,36.95
2017-08-29,377,420,15.95,214.0,243.0,32.92
2017-08-30,393,435,19.54,187.0,208.0,37.98
2017-08-31,367,409,18.83,199.0,236.0,33.47
2017-09-01,281,310,18.71,184.0,206.0,33.98
2017-09-02,130,150,16.67,55.0,58.0,29.31
2017-09-03,125,138,17.39,89.0,107.0,29.91
2017-09-04,164,178,14.04,105.0,128.0,34.38
2017-09-05,400,450,13.56,227.0,269.0,35.32
2017-09-06,381,427,16.86,216.0,243.0,29.22
2017-09-07,371,418,11.48,243.0,283.0,29.33
2017-09-08,346,392,14.8,216.0,270.0,30.37
2017-09-09,145,168,19.64,108.0,137.0,18.25
2017-09-10,164,191,17.8,108.0,139.0,33.81
2017-09-11,403,469,16.2,244.0,280.0,35.71
2017-09-12,421,486,18.72,409.0,446.0,36.32
2017-09-13,451,505,14.65,237.0,276.0,37.32
2017-09-14,417,479,16.91,216.0,265.0,35.09
2017-09-15,315,363,19.28,167.0,202.0,33.17
2017-09-16,116,138,16.67,72.0,83.0,22.89
2017-09-17,169,195,20.51,118.0,151.0,29.14
2017-09-18,396,464,18.32,236.0,290.0,28.62
2017-09-19,415,473,15.64,382.0,440.0,26.14
2017-09-20,420,489,13.09,362.0,405.0,24.44
2017-09-21,417,482,14.32,289.0,340.0,33.82
2017-09-22,363,417,18.94,233.0,276.0,26.09
2017-09-23,149,194,24.74,119.0,147.0,23.13
2017-09-24,158,184,21.2,119.0,130.0,33.08
2017-09-25,396,454,13.44,249.0,299.0,35.12
2017-09-26,446,519,12.52,253.0,288.0,35.42
2017-09-27,417,479,14.4,275.0,323.0,40.56
2017-09-28,425,483,12.01,203.0,236.0,33.05
2017-09-29,325,371,16.17,175.0,202.0,26.24
2017-09-30,141,153,16.34,99.0,109.0,22.94
2017-10-01,153,167,13.17,81.0,94.0,36.17
2017-10-02,448,487,17.66,219.0,252.0,38.89
2017-10-03,424,497,14.49,190.0,231.0,34.2
2017-10-04,476,546,13.19,262.0,306.0,28.43
